max_t,steps,delta,graph_order,actual_energy,estimated_energy
3.0,7,0.4081632653061224,2,0.0,0.49999999999999994
3.0,7,0.42857142857142855,2,0.0,0.5000000000000001
3.0,6,0.44897959183673464,2,0.0,0.5000000000000001
3.0,6,0.4693877551020408,2,0.0,0.5000000000000001
3.0,6,0.4897959183673469,2,0.0,0.5000000000000001
3.0,5,0.5102040816326531,2,0.0,0.49999999999999994
3.0,5,0.5306122448979591,2,0.0,0.49999999999999994
3.0,5,0.5510204081632653,2,0.0,0.49999999999999994
3.0,5,0.5714285714285714,2,0.0,0.49999999999999994
3.0,5,0.5918367346938775,2,0.0,0.49999999999999994
3.0,4,0.6122448979591836,2,0.0,0.5000000000000001
3.0,4,0.6326530612244897,2,0.0,0.5000000000000001
3.0,4,0.6530612244897959,2,0.0,0.5000000000000001
3.0,4,0.673469387755102,2,0.0,0.5000000000000001
3.0,4,0.6938775510204082,2,0.0,0.5000000000000001
3.0,4,0.7142857142857142,2,0.0,0.5000000000000001
3.0,4,0.7346938775510203,2,0.0,0.5000000000000001
3.0,3,0.7551020408163265,2,0.0,0.5000000000000002
3.0,3,0.7755102040816326,2,0.0,0.5000000000000002
3.0,3,0.7959183673469387,2,0.0,0.5000000000000002
3.0,3,0.8163265306122448,2,0.0,0.5000000000000002
3.0,3,0.836734693877551,2,0.0,0.5000000000000002
3.0,3,0.8571428571428571,2,0.0,0.5000000000000002
3.0,3,0.8775510204081632,2,0.0,0.5000000000000002
3.0,3,0.8979591836734693,2,0.0,0.5000000000000002
3.0,3,0.9183673469387754,2,0.0,0.5000000000000002
3.0,3,0.9387755102040816,2,0.0,0.5000000000000002
3.0,3,0.9591836734693877,2,0.0,0.5000000000000002
3.0,3,0.9795918367346939,2,0.0,0.5000000000000002
3.0,3,1.0,2,0.0,0.5000000000000001
4.0,196,0.02040816326530612,2,0.0,0.5000000000000001
4.0,98,0.04081632653061224,2,0.0,0.49999999999999994
4.0,65,0.061224489795918366,2,0.0,0.49999999999999994
4.0,49,0.08163265306122448,2,0.0,0.49999999999999994
4.0,39,0.1020408163265306,2,0.0,0.5000000000000001
4.0,32,0.12244897959183673,2,0.0,0.5000000000000002
4.0,28,0.14285714285714285,2,0.0,0.5000000000000002
4.0,24,0.16326530612244897,2,0.0,0.5000000000000001
4.0,21,0.18367346938775508,2,0.0,0.49999999999999994
4.0,19,0.2040816326530612,2,0.0,0.5000000000000001
4.0,17,0.22448979591836732,2,0.0,0.49999999999999994
4.0,16,0.24489795918367346,2,0.0,0.49999999999999994
4.0,15,0.26530612244897955,2,0.0,0.5000000000000001
4.0,14,0.2857142857142857,2,0.0,0.5000000000000002
4.0,13,0.3061224489795918,2,0.0,0.5000000000000002
4.0,12,0.32653061224489793,2,0.0,0.5000000000000001
4.0,11,0.3469387755102041,2,0.0,0.5000000000000001
4.0,10,0.36734693877551017,2,0.0,0.49999999999999994
4.0,10,0.3877551020408163,2,0.0,0.49999999999999994
4.0,9,0.4081632653061224,2,0.0,0.5000000000000001
4.0,9,0.42857142857142855,2,0.0,0.5000000000000001
4.0,8,0.44897959183673464,2,0.0,0.49999999999999994
4.0,8,0.4693877551020408,2,0.0,0.49999999999999994
4.0,8,0.4897959183673469,2,0.0,0.49999999999999994
4.0,7,0.5102040816326531,2,0.0,0.5000000000000001
4.0,7,0.5306122448979591,2,0.0,0.5000000000000001
4.0,7,0.5510204081632653,2,0.0,0.5000000000000001
4.0,7,0.5714285714285714,2,0.0,0.5000000000000001
4.0,6,0.5918367346938775,2,0.0,0.5000000000000001
4.0,6,0.6122448979591836,2,0.0,0.5000000000000001
4.0,6,0.6326530612244897,2,0.0,0.5000000000000001
4.0,6,0.6530612244897959,2,0.0,0.5000000000000001
4.0,5,0.673469387755102,2,0.0,0.5000000000000001
4.0,5,0.6938775510204082,2,0.0,0.5000000000000001
4.0,5,0.7142857142857142,2,0.0,0.5000000000000001
4.0,5,0.7346938775510203,2,0.0,0.5000000000000001
4.0,5,0.7551020408163265,2,0.0,0.5000000000000001
4.0,5,0.7755102040816326,2,0.0,0.5000000000000001
4.0,5,0.7959183673469387,2,0.0,0.5000000000000001
4.0,4,0.8163265306122448,2,0.0,0.49999999999999994
4.0,4,0.836734693877551,2,0.0,0.49999999999999994
4.0,4,0.8571428571428571,2,0.0,0.49999999999999994
4.0,4,0.8775510204081632,2,0.0,0.49999999999999994
4.0,4,0.8979591836734693,2,0.0,0.49999999999999994
4.0,4,0.9183673469387754,2,0.0,0.49999999999999994
4.0,4,0.9387755102040816,2,0.0,0.49999999999999994
4.0,4,0.9591836734693877,2,0.0,0.49999999999999994
4.0,4,0.9795918367346939,2,0.0,0.49999999999999994
4.0,4,1.0,2,0.0,0.49999999999999994
5.0,245,0.02040816326530612,2,0.0,0.49999999999999994
5.0,122,0.04081632653061224,2,0.0,0.49999999999999994
5.0,81,0.061224489795918366,2,0.0,0.49999999999999994
5.0,61,0.08163265306122448,2,0.0,0.49999999999999994
5.0,49,0.1020408163265306,2,0.0,0.49999999999999994
5.0,40,0.12244897959183673,2,0.0,0.5000000000000001
5.0,35,0.14285714285714285,2,0.0,0.5000000000000001
5.0,30,0.16326530612244897,2,0.0,0.49999999999999994
5.0,27,0.18367346938775508,2,0.0,0.5000000000000002
5.0,24,0.2040816326530612,2,0.0,0.49999999999999994
5.0,22,0.22448979591836732,2,0.0,0.49999999999999994
5.0,20,0.24489795918367346,2,0.0,0.49999999999999994
5.0,18,0.26530612244897955,2,0.0,0.49999999999999994
5.0,17,0.2857142857142857,2,0.0,0.5000000000000001
5.0,16,0.3061224489795918,2,0.0,0.4999999999999999
5.0,15,0.32653061224489793,2,0.0,0.49999999999999994
5.0,14,0.3469387755102041,2,0.0,0.49999999999999994
5.0,13,0.36734693877551017,2,0.0,0.4999999999999999
5.0,12,0.3877551020408163,2,0.0,0.49999999999999994
5.0,12,0.4081632653061224,2,0.0,0.49999999999999994
5.0,11,0.42857142857142855,2,0.0,0.5000000000000001
5.0,11,0.44897959183673464,2,0.0,0.5000000000000001
5.0,10,0.4693877551020408,2,0.0,0.5000000000000001
5.0,10,0.4897959183673469,2,0.0,0.5000000000000001
5.0,9,0.5102040816326531,2,0.0,0.5000000000000001
5.0,9,0.5306122448979591,2,0.0,0.5000000000000001
5.0,9,0.5510204081632653,2,0.0,0.5000000000000001
5.0,8,0.5714285714285714,2,0.0,0.5000000000000001
5.0,8,0.5918367346938775,2,0.0,0.5000000000000001
5.0,8,0.6122448979591836,2,0.0,0.5000000000000001
5.0,7,0.6326530612244897,2,0.0,0.49999999999999994
5.0,7,0.6530612244897959,2,0.0,0.49999999999999994
5.0,7,0.673469387755102,2,0.0,0.49999999999999994
5.0,7,0.6938775510204082,2,0.0,0.49999999999999994
5.0,7,0.7142857142857142,2,0.0,0.49999999999999994
5.0,6,0.7346938775510203,2,0.0,0.5000000000000001
5.0,6,0.7551020408163265,2,0.0,0.5000000000000001
5.0,6,0.7755102040816326,2,0.0,0.5000000000000001
5.0,6,0.7959183673469387,2,0.0,0.5000000000000001
5.0,6,0.8163265306122448,2,0.0,0.5000000000000001
5.0,5,0.836734693877551,2,0.0,0.5000000000000001
5.0,5,0.8571428571428571,2,0.0,0.5000000000000001
5.0,5,0.8775510204081632,2,0.0,0.5000000000000001
5.0,5,0.8979591836734693,2,0.0,0.5000000000000001
5.0,5,0.9183673469387754,2,0.0,0.5000000000000001
5.0,5,0.9387755102040816,2,0.0,0.5000000000000001
5.0,5,0.9591836734693877,2,0.0,0.5000000000000001
5.0,5,0.9795918367346939,2,0.0,0.5000000000000001
5.0,5,1.0,2,0.0,0.49999999999999994
1.0,49,0.02040816326530612,3,1.6499330898744214e-16,1.3067127994282088
1.0,24,0.04081632653061224,3,1.6499330898744214e-16,1.3084048809345503
1.0,16,0.061224489795918366,3,1.6499330898744214e-16,1.3101405530115962
1.0,12,0.08163265306122448,3,1.6499330898744214e-16,1.311936686096559
1.0,9,0.1020408163265306,3,1.6499330898744214e-16,1.314402138016115
1.0,8,0.12244897959183673,3,1.6499330898744214e-16,1.3156574002348091
1.0,7,0.14285714285714285,3,1.6499330898744214e-16,1.319479449052047
1.0,6,0.16326530612244897,3,1.6499330898744214e-16,1.319479449052047
1.0,5,0.18367346938775508,3,1.6499330898744214e-16,1.3225665449757953
1.0,4,0.2040816326530612,3,1.6499330898744214e-16,1.3271898965986522
1.0,4,0.22448979591836732,3,1.6499330898744214e-16,1.3271898965986522
1.0,4,0.24489795918367346,3,1.6499330898744214e-16,1.3271898965986522
1.0,3,0.26530612244897955,3,1.6499330898744214e-16,1.3347421173407636
1.0,3,0.2857142857142857,3,1.6499330898744214e-16,1.3347421173407636
1.0,3,0.3061224489795918,3,1.6499330898744214e-16,1.3347421173407636
1.0,3,0.32653061224489793,3,1.6499330898744214e-16,1.3347421173407636
1.0,2,0.3469387755102041,3,1.6499330898744214e-16,1.3488045076026394
1.0,2,0.36734693877551017,3,1.6499330898744214e-16,1.3488045076026394
1.0,2,0.3877551020408163,3,1.6499330898744214e-16,1.3488045076026394
1.0,2,0.4081632653061224,3,1.6499330898744214e-16,1.3488045076026394
1.0,2,0.42857142857142855,3,1.6499330898744214e-16,1.3488045076026394
1.0,2,0.44897959183673464,3,1.6499330898744214e-16,1.3488045076026394
1.0,2,0.4693877551020408,3,1.6499330898744214e-16,1.3488045076026394
1.0,2,0.4897959183673469,3,1.6499330898744214e-16,1.3488045076026394
1.0,1,0.5102040816326531,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.5306122448979591,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.5510204081632653,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.5714285714285714,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.5918367346938775,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.6122448979591836,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.6326530612244897,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.6530612244897959,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.673469387755102,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.6938775510204082,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.7142857142857142,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.7346938775510203,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.7551020408163265,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.7755102040816326,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.7959183673469387,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.8163265306122448,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.836734693877551,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.8571428571428571,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.8775510204081632,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.8979591836734693,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.9183673469387754,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.9387755102040816,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.9591836734693877,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,0.9795918367346939,3,1.6499330898744214e-16,1.3813882235815886
1.0,1,1.0,3,1.6499330898744214e-16,1.5000000000000004
2.0,98,0.02040816326530612,3,1.6499330898744214e-16,0.8699757497193255
2.0,49,0.04081632653061224,3,1.6499330898744214e-16,0.8719680397162084
2.0,32,0.061224489795918366,3,1.6499330898744214e-16,0.8742015335303881
2.0,24,0.08163265306122448,3,1.6499330898744214e-16,0.8764497022778239
2.0,19,0.1020408163265306,3,1.6499330898744214e-16,0.8789134757616639
2.0,16,0.12244897959183673,3,1.6499330898744214e-16,0.8812075505590218
2.0,14,0.14285714285714285,3,1.6499330898744214e-16,0.8846758865923328
2.0,12,0.16326530612244897,3,1.6499330898744214e-16,0.8862567142975262
2.0,10,0.18367346938775508,3,1.6499330898744214e-16,0.8904651880775141
2.0,9,0.2040816326530612,3,1.6499330898744214e-16,0.8933397443463411
2.0,8,0.22448979591836732,3,1.6499330898744214e-16,0.8969979642481922
2.0,8,0.24489795918367346,3,1.6499330898744214e-16,0.8969979642481922
2.0,7,0.26530612244897955,3,1.6499330898744214e-16,0.9017888429813046
2.0,7,0.2857142857142857,3,1.6499330898744214e-16,0.9082923954944424
2.0,6,0.3061224489795918,3,1.6499330898744214e-16,0.9082923954944424
2.0,6,0.32653061224489793,3,1.6499330898744214e-16,0.9082923954944424
2.0,5,0.3469387755102041,3,1.6499330898744214e-16,0.9175380618905811
2.0,5,0.36734693877551017,3,1.6499330898744214e-16,0.9175380618905811
2.0,5,0.3877551020408163,3,1.6499330898744214e-16,0.9175380618905811
2.0,4,0.4081632653061224,3,1.6499330898744214e-16,0.9315146524429556
2.0,4,0.42857142857142855,3,1.6499330898744214e-16,0.9315146524429556
2.0,4,0.44897959183673464,3,1.6499330898744214e-16,0.9315146524429556
2.0,4,0.4693877551020408,3,1.6499330898744214e-16,0.9315146524429556
2.0,4,0.4897959183673469,3,1.6499330898744214e-16,0.9315146524429556
2.0,3,0.5102040816326531,3,1.6499330898744214e-16,0.954527475745047
2.0,3,0.5306122448979591,3,1.6499330898744214e-16,0.954527475745047
2.0,3,0.5510204081632653,3,1.6499330898744214e-16,0.954527475745047
2.0,3,0.5714285714285714,3,1.6499330898744214e-16,0.954527475745047
2.0,3,0.5918367346938775,3,1.6499330898744214e-16,0.954527475745047
2.0,3,0.6122448979591836,3,1.6499330898744214e-16,0.954527475745047
2.0,3,0.6326530612244897,3,1.6499330898744214e-16,0.954527475745047
2.0,3,0.6530612244897959,3,1.6499330898744214e-16,0.954527475745047
2.0,2,0.673469387755102,3,1.6499330898744214e-16,0.9975321321461967
2.0,2,0.6938775510204082,3,1.6499330898744214e-16,0.9975321321461967
2.0,2,0.7142857142857142,3,1.6499330898744214e-16,0.9975321321461967
2.0,2,0.7346938775510203,3,1.6499330898744214e-16,0.9975321321461967
2.0,2,0.7551020408163265,3,1.6499330898744214e-16,0.9975321321461967
2.0,2,0.7755102040816326,3,1.6499330898744214e-16,0.9975321321461967
2.0,2,0.7959183673469387,3,1.6499330898744214e-16,0.9975321321461967
2.0,2,0.8163265306122448,3,1.6499330898744214e-16,0.9975321321461967
2.0,2,0.836734693877551,3,1.6499330898744214e-16,0.9975321321461967
2.0,2,0.8571428571428571,3,1.6499330898744214e-16,0.9975321321461967
2.0,2,0.8775510204081632,3,1.6499330898744214e-16,0.9975321321461967
2.0,2,0.8979591836734693,3,1.6499330898744214e-16,0.9975321321461967
2.0,2,0.9183673469387754,3,1.6499330898744214e-16,0.9975321321461967
2.0,2,0.9387755102040816,3,1.6499330898744214e-16,0.9975321321461967
2.0,2,0.9591836734693877,3,1.6499330898744214e-16,0.9975321321461967
2.0,2,0.9795918367346939,3,1.6499330898744214e-16,0.9975321321461967
2.0,2,1.0,3,1.6499330898744214e-16,1.096577319888666
3.0,147,0.02040816326530612,3,1.6499330898744214e-16,0.5322840792159549
3.0,73,0.04081632653061224,3,1.6499330898744214e-16,0.5331563528182099
3.0,49,0.061224489795918366,3,1.6499330898744214e-16,0.5341959940134307
3.0,36,0.08163265306122448,3,1.6499330898744214e-16,0.5353283480299926
3.0,29,0.1020408163265306,3,1.6499330898744214e-16,0.5365273718548775
3.0,24,0.12244897959183673,3,1.6499330898744214e-16,0.5379200274916802
3.0,21,0.14285714285714285,3,1.6499330898744214e-16,0.5396659625159255
3.0,18,0.16326530612244897,3,1.6499330898744214e-16,0.5409026703494548
3.0,16,0.18367346938775508,3,1.6499330898744214e-16,0.5425250372317013
3.0,14,0.2040816326530612,3,1.6499330898744214e-16,0.5447273081199486
3.0,13,0.22448979591836732,3,1.6499330898744214e-16,0.5461431277533007
3.0,12,0.24489795918367346,3,1.6499330898744214e-16,0.5478492536424366
3.0,11,0.26530612244897955,3,1.6499330898744214e-16,0.5499361209019082
3.0,10,0.2857142857142857,3,1.6499330898744214e-16,0.5525333743880201
3.0,9,0.3061224489795918,3,1.6499330898744214e-16,0.5558325006755651
3.0,9,0.32653061224489793,3,1.6499330898744214e-16,0.5558325006755651
3.0,8,0.3469387755102041,3,1.6499330898744214e-16,0.5601264303865894
3.0,8,0.36734693877551017,3,1.6499330898744214e-16,0.5601264303865894
3.0,7,0.3877551020408163,3,1.6499330898744214e-16,0.5658824331136434
3.0,7,0.4081632653061224,3,1.6499330898744214e-16,0.5658824331136434
3.0,7,0.42857142857142855,3,1.6499330898744214e-16,0.5738846786657601
3.0,6,0.44897959183673464,3,1.6499330898744214e-16,0.5738846786657601
3.0,6,0.4693877551020408,3,1.6499330898744214e-16,0.5738846786657601
3.0,6,0.4897959183673469,3,1.6499330898744214e-16,0.5738846786657601
3.0,5,0.5102040816326531,3,1.6499330898744214e-16,0.585534453513517
3.0,5,0.5306122448979591,3,1.6499330898744214e-16,0.585534453513517
3.0,5,0.5510204081632653,3,1.6499330898744214e-16,0.585534453513517
3.0,5,0.5714285714285714,3,1.6499330898744214e-16,0.585534453513517
3.0,5,0.5918367346938775,3,1.6499330898744214e-16,0.585534453513517
3.0,4,0.6122448979591836,3,1.6499330898744214e-16,0.6035436091464176
3.0,4,0.6326530612244897,3,1.6499330898744214e-16,0.6035436091464176
3.0,4,0.6530612244897959,3,1.6499330898744214e-16,0.6035436091464176
3.0,4,0.673469387755102,3,1.6499330898744214e-16,0.6035436091464176
3.0,4,0.6938775510204082,3,1.6499330898744214e-16,0.6035436091464176
3.0,4,0.7142857142857142,3,1.6499330898744214e-16,0.6035436091464176
3.0,4,0.7346938775510203,3,1.6499330898744214e-16,0.6035436091464176
3.0,3,0.7551020408163265,3,1.6499330898744214e-16,0.633739523446067
3.0,3,0.7755102040816326,3,1.6499330898744214e-16,0.633739523446067
3.0,3,0.7959183673469387,3,1.6499330898744214e-16,0.633739523446067
3.0,3,0.8163265306122448,3,1.6499330898744214e-16,0.633739523446067
3.0,3,0.836734693877551,3,1.6499330898744214e-16,0.633739523446067
3.0,3,0.8571428571428571,3,1.6499330898744214e-16,0.633739523446067
3.0,3,0.8775510204081632,3,1.6499330898744214e-16,0.633739523446067
3.0,3,0.8979591836734693,3,1.6499330898744214e-16,0.633739523446067
3.0,3,0.9183673469387754,3,1.6499330898744214e-16,0.633739523446067
3.0,3,0.9387755102040816,3,1.6499330898744214e-16,0.633739523446067
3.0,3,0.9591836734693877,3,1.6499330898744214e-16,0.633739523446067
3.0,3,0.9795918367346939,3,1.6499330898744214e-16,0.633739523446067
3.0,3,1.0,3,1.6499330898744214e-16,0.6906041782467063
4.0,196,0.02040816326530612,3,1.6499330898744214e-16,0.5992077812494627
4.0,98,0.04081632653061224,3,1.6499330898744214e-16,0.5981763519531317
4.0,65,0.061224489795918366,3,1.6499330898744214e-16,0.597242795046381
4.0,49,0.08163265306122448,3,1.6499330898744214e-16,0.5964419916305839
4.0,39,0.1020408163265306,3,1.6499330898744214e-16,0.5957121409521444
4.0,32,0.12244897959183673,3,1.6499330898744214e-16,0.5950423895140919
4.0,28,0.14285714285714285,3,1.6499330898744214e-16,0.5944673031772579
4.0,24,0.16326530612244897,3,1.6499330898744214e-16,0.5940878620140676
4.0,21,0.18367346938775508,3,1.6499330898744214e-16,0.5937000331011724
4.0,19,0.2040816326530612,3,1.6499330898744214e-16,0.5934565130726535
4.0,17,0.22448979591836732,3,1.6499330898744214e-16,0.5932549704543395
4.0,16,0.24489795918367346,3,1.6499330898744214e-16,0.5931847943901093
4.0,15,0.26530612244897955,3,1.6499330898744214e-16,0.5931478573946403
4.0,14,0.2857142857142857,3,1.6499330898744214e-16,0.5932387513967298
4.0,13,0.3061224489795918,3,1.6499330898744214e-16,0.5932387513967298
4.0,12,0.32653061224489793,3,1.6499330898744214e-16,0.5934181819007134
4.0,11,0.3469387755102041,3,1.6499330898744214e-16,0.593742394959023
4.0,10,0.36734693877551017,3,1.6499330898744214e-16,0.5942798461055543
4.0,10,0.3877551020408163,3,1.6499330898744214e-16,0.5942798461055543
4.0,9,0.4081632653061224,3,1.6499330898744214e-16,0.5951366780317325
4.0,9,0.42857142857142855,3,1.6499330898744214e-16,0.5951366780317325
4.0,8,0.44897959183673464,3,1.6499330898744214e-16,0.5964824235440854
4.0,8,0.4693877551020408,3,1.6499330898744214e-16,0.5964824235440854
4.0,8,0.4897959183673469,3,1.6499330898744214e-16,0.5964824235440854
4.0,7,0.5102040816326531,3,1.6499330898744214e-16,0.5985975960395362
4.0,7,0.5306122448979591,3,1.6499330898744214e-16,0.5985975960395362
4.0,7,0.5510204081632653,3,1.6499330898744214e-16,0.5985975960395362
4.0,7,0.5714285714285714,3,1.6499330898744214e-16,0.6019663777364069
